%time,field.left,field.right
1418801822533513832,272.329528809,0.108044192195
1418801822633425375,272.329528809,0.108044192195
1418801822733263929,272.329528809,0.108044192195
1418801822833411195,272.329528809,0.108044192195
1418801822933502327,272.329528809,0.108044192195
1418801823033451224,272.329528809,0.108044192195
1418801823134398556,272.329528809,0.108044192195
1418801823233432528,272.329528809,0.108044192195
1418801823333292869,272.329528809,0.108044192195
1418801823436360713,272.329528809,0.108044192195
1418801823533727302,272.329528809,0.108044192195
1418801823633305842,272.329528809,0.108044192195
1418801823733275648,272.329528809,0.108044192195
1418801823833469981,272.329528809,0.108044192195
1418801823933774815,272.329528809,0.108044192195
1418801824033708019,272.329528809,0.108044192195
1418801824134054641,272.329528809,0.108044192195
1418801824233607729,272.329528809,0.108044192195
1418801824333465797,272.329528809,0.108044192195
1418801824433521937,272.329528809,0.108044192195
1418801824533938984,272.329528809,0.108044192195
1418801824634498201,272.329528809,0.108044192195
1418801824733419577,272.329528809,0.108044192195
1418801824833600214,272.329528809,0.108044192195
1418801824933544105,272.329528809,0.108044192195
1418801825033537000,272.329528809,0.108044192195
1418801825133553119,272.329528809,0.108044192195
1418801825233555216,272.329528809,0.108044192195
1418801825333562213,272.329528809,0.108044192195
1418801825433540183,272.329528809,0.108044192195
1418801825533310249,272.329528809,0.108044192195
1418801825634740875,272.329528809,0.108044192195
1418801825734042310,272.329528809,0.108044192195
1418801825833585655,272.329528809,0.108044192195
1418801825933588834,272.329528809,0.108044192195
1418801826033954876,272.329528809,0.108044192195
1418801826133642389,272.329528809,0.108044192195
1418801826233521324,272.329528809,0.108044192195
1418801826334070103,272.329528809,0.108044192195
1418801826435194011,272.329528809,0.108044192195
1418801826544268949,272.329528809,0.108044192195
1418801826633562309,272.329528809,0.108044192195
1418801826734571820,272.329528809,0.108044192195
1418801826833530826,272.329528809,0.108044192195
1418801826942160563,272.329528809,0.108044192195
1418801827043215123,272.329528809,0.108044192195
1418801827137546041,272.329528809,0.108044192195
1418801827234622216,272.329528809,0.108044192195
1418801827336909270,272.329528809,0.108044192195
1418801827435901624,272.329528809,0.108044192195
1418801827582921213,272.329528809,0.108044192195
1418801827642895452,272.329528809,0.108044192195
1418801827741248358,272.329528809,0.108044192195
1418801827874024058,272.329528809,0.108044192195
1418801827964416291,272.329528809,0.108044192195
1418801828043833587,272.329528809,0.108044192195
1418801828154470669,272.329528809,0.108044192195
1418801828238577611,272.329528809,0.108044192195
1418801828403681025,272.329528809,0.108044192195
1418801828434930334,272.329528809,0.108044192195
1418801828542268303,272.329528809,0.108044192195
1418801828675806923,272.329528809,0.108044192195
1418801828735806327,272.329528809,0.108044192195
1418801828844563016,272.329528809,0.108044192195
1418801828947368838,272.329528809,0.108044192195
1418801829033732446,272.329528809,0.108044192195
1418801829133554942,272.329528809,0.108044192195
1418801829233964809,272.329528809,0.108044192195
1418801829333966733,272.329528809,0.108044192195
1418801829483381859,272.329528809,0.108044192195
1418801829533481131,272.329528809,0.108044192195
1418801829634021087,272.329528809,0.108044192195
1418801829751203348,272.329528809,0.108044192195
1418801829834596317,272.329528809,0.108044192195
1418801829933918434,272.329528809,0.108044192195
1418801830034235574,272.329528809,0.108044192195
1418801830133755051,272.329528809,0.108044192195
1418801830287441426,272.329528809,0.108044192195
1418801830333364882,272.329528809,0.108044192195
1418801830433525185,272.329528809,0.108044192195
1418801830607482751,272.329528809,0.108044192195
1418801830634224926,272.329528809,0.108044192195
1418801830733554797,272.329528809,0.108044192195
1418801830927080661,272.329528809,0.108044192195
1418801830933612526,272.329528809,0.108044192195
1418801831033550100,272.329528809,0.108044192195
1418801831251741032,272.329528809,0.108044192195
1418801831254600035,272.329528809,0.108044192195
1418801831333628897,272.329528809,0.108044192195
1418801831434055075,272.329528809,0.108044192195
1418801831533616020,272.329528809,0.108044192195
1418801831635375573,272.329528809,0.108044192195
1418801831733749292,272.329528809,0.108044192195
1418801831833803240,272.329528809,0.108044192195
1418801831939304212,272.329528809,0.108044192195
1418801832033588344,272.329528809,0.108044192195
1418801832133550715,272.329528809,0.108044192195
1418801832234261176,272.312927246,0.132977470756
1418801832333505843,272.071899414,0.307510405779
1418801832434280736,271.889038086,0.506976604462
1418801832533858917,271.656341553,0.74799823761
1418801832634386916,271.415313721,1.00564205647
1418801832734635458,271.165985107,1.29653024673
1418801832833579754,270.84185791,1.63728511333
1418801832933570304,270.492797852,2.01128411293
1418801833033899667,270.135406494,2.38528323174
1418801833133394120,269.786346436,2.75928235054
1418801833233561943,269.428955078,3.11665940285
1418801833333614405,269.07989502,3.50728058815
1418801833433553941,268.72253418,3.89790201187
1418801833533903550,268.381774902,4.27190113068
1418801833638103422,268.032714844,4.64590024948
1418801833733792179,267.683654785,5.05314350128
1418801833833514619,267.317962646,5.43545389175
1418801833933360519,266.960571289,5.79283094406
1418801834033607520,266.61151123,6.15020799637
1418801834136057257,266.254119873,6.52420711517
1418801834233542557,265.896759033,6.88989496231
1418801834333838305,265.522766113,7.25558280945
1418801834434262092,265.173706055,7.59633779526
1418801834534053782,264.857879639,7.9121594429
1418801834633968431,264.583618164,8.16149234772
1418801834733745821,264.342590332,8.3775806427
1418801834833951717,264.11819458,8.59366893768
1418801834933604744,263.902099609,8.801445961
1418801835033599873,263.69430542,8.99260139465
1418801835134658090,263.486541748,9.18375587463
1418801835233661960,263.278747559,9.38322257996
1418801835333634236,263.062683105,9.55775547028
1418801835433606863,262.863220215,9.74891090393
1418801835534152821,262.663726807,9.94006538391
1418801835639233781,262.472595215,10.1312208176
