%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1418801858819821151,0.0,0.0,0.0,0.0,0.0,1.0
1418801858871015207,0.0,0.0,0.0,0.0,0.0,1.0
1418801858925345614,0.0,0.0,0.0,0.0,0.0,1.0
1418801858973470218,0.0,0.0,0.0,0.0,0.0,1.0
1418801859024124193,0.0,0.0,0.0,0.0,0.0,1.0
1418801859071157758,0.0,0.0,0.0,0.0,0.0,1.0
1418801859121530792,0.0,0.0,0.0,0.0,0.0,1.0
1418801859173599696,0.0,0.0,0.0,0.0,0.0,1.0
1418801859222303205,0.0,0.0,0.0,0.0,0.0,1.0
1418801859269652412,0.0,0.0,0.0,0.0,0.0,1.0
1418801859319933640,0.0,0.0,0.0,0.0,0.0,1.0
1418801859369715128,0.0,0.0,0.0,0.0,0.0,1.0
1418801859431970149,0.0,0.0,0.0,0.0,0.0,1.0
1418801859477186033,0.0,0.0,0.0,0.0,0.0,1.0
1418801859521432591,0.0,0.0,0.0,0.0,0.0,1.0
1418801859569670088,0.0,0.0,0.0,0.0,0.0,1.0
1418801859621025850,0.0,0.0,0.0,0.0,0.0,1.0
1418801859669725071,0.0,0.0,0.0,0.0,0.0,1.0
1418801859724037684,0.0,0.0,0.0,0.0,0.0,1.0
1418801859770277820,0.0,0.0,0.0,0.0,0.0,1.0
1418801859819633477,0.0,0.0,0.0,0.0,0.0,1.0
1418801859869595284,0.0,0.0,0.0,0.0,0.0,1.0
1418801859919677495,0.0,0.0,0.0,0.0,0.0,1.0
1418801859969613155,0.0,0.0,0.0,0.0,0.0,1.0
1418801860019702583,0.0,0.0,0.0,0.0,0.0,1.0
1418801860069668705,0.0,0.0,0.0,0.0,0.0,1.0
1418801860119927764,0.0,0.0,0.0,0.0,0.0,1.0
1418801860169658578,0.0,0.0,0.0,0.0,0.0,1.0
1418801860219805023,0.0,0.0,0.0,0.0,0.0,1.0
1418801860269565188,0.0,0.0,0.0,0.0,0.0,1.0
1418801860319624405,0.0,0.0,0.0,0.0,0.0,1.0
1418801860369822791,0.0,0.0,0.0,0.0,0.0,1.0
1418801860419748220,0.0,0.0,0.0,0.0,0.0,1.0
1418801860469782131,0.0,0.0,0.0,0.0,0.0,1.0
1418801860519639615,0.0,0.0,0.0,0.0,0.0,1.0
1418801860569574556,0.0,0.0,0.0,0.0,0.0,1.0
1418801860619741567,0.0,0.0,0.0,0.0,0.0,1.0
1418801860669617473,0.0,0.0,0.0,0.0,0.0,1.0
1418801860719648372,0.0,0.0,0.0,0.0,0.0,1.0
1418801860769570507,0.0,0.0,0.0,0.0,0.0,1.0
1418801860819572737,0.0,0.0,0.0,0.0,0.0,1.0
1418801860869571795,0.0,0.0,0.0,0.0,0.0,1.0
1418801860919599190,0.0,0.0,0.0,0.0,0.0,1.0
1418801860969545483,0.0,0.0,0.0,0.0,0.0,1.0
1418801861019516344,0.0,0.0,0.0,0.0,0.0,1.0
1418801861069530063,0.0,0.0,0.0,0.0,0.0,1.0
1418801861119537518,0.0,0.0,0.0,0.0,0.0,1.0
1418801861169635116,0.0,0.0,0.0,0.0,0.0,0.850035808144
1418801861221561211,0.0,0.0,0.0,0.0,0.0,0.850035808144
1418801861269485963,0.0,0.0,0.0,0.0,0.0,0.494135985531
1418801861319481520,0.0,0.0,0.0,0.0,0.0,0.494135985531
1418801861374159665,0.0,0.0,0.0,0.0,0.0,1.0
1418801861421093186,0.0,0.0,0.0,0.0,0.0,1.0
1418801861470901997,0.0,0.0,0.0,0.0,0.0,1.0
1418801861521486037,0.0,0.0,0.0,0.0,0.0,1.0
1418801861570994813,0.0,0.0,0.0,0.0,0.0,1.0
1418801861621384432,0.0,0.0,0.0,0.0,0.0,1.0
1418801861670947443,0.0,0.0,0.0,0.0,0.0,1.0
1418801861721211174,0.0,0.0,0.0,0.0,0.0,1.0
1418801861771263388,0.0,0.0,0.0,0.0,0.0,1.0
1418801861821080870,0.0,0.0,0.0,0.0,0.0,1.0
1418801861870946920,0.0,0.0,0.0,0.0,0.0,1.0
1418801861921009065,0.0,0.0,0.0,0.0,0.0,1.0
1418801861970888665,0.0,0.0,0.0,0.0,0.0,1.0
1418801862021046359,0.0,0.0,0.0,0.0,0.0,1.0
1418801862070907526,0.0,0.0,0.0,0.0,0.0,1.0
1418801862121276581,0.0,0.0,0.0,0.0,0.0,1.0
1418801862170972081,0.0,0.0,0.0,0.0,0.0,1.0
1418801862220848320,0.0,0.0,0.0,0.0,0.0,1.0
1418801862270900411,0.0,0.0,0.0,0.0,0.0,1.0
1418801862321049782,0.0,0.0,0.0,0.0,0.0,1.0
1418801862370853533,0.0,0.0,0.0,0.0,0.0,1.0
1418801862420992336,0.0,0.0,0.0,0.0,0.0,1.0
1418801862470878865,0.0,0.0,0.0,0.0,0.0,1.0
1418801862521549652,0.0,0.0,0.0,0.0,0.0,1.0
1418801862570748307,0.0,0.0,0.0,0.0,0.0,1.0
1418801862620942883,0.0,0.0,0.0,0.0,0.0,1.0
1418801862670705413,0.0,0.0,0.0,0.0,0.0,1.0
1418801862721242170,0.0,0.0,0.0,0.0,0.0,1.0
1418801862770818226,0.0,0.0,0.0,0.0,0.0,1.0
1418801862821043025,0.0,0.0,0.0,0.0,0.0,1.0
1418801862870751649,0.0,0.0,0.0,0.0,0.0,1.0
1418801862920827979,0.0,0.0,0.0,0.0,0.0,1.0
1418801862970787171,0.0,0.0,0.0,0.0,0.0,1.0
1418801863021086425,0.0,0.0,0.0,0.0,0.0,1.0
1418801863070774022,0.0,0.0,0.0,0.0,0.0,1.0
1418801863120946539,0.0,0.0,0.0,0.0,0.0,1.0
1418801863170738954,0.0,0.0,0.0,0.0,0.0,1.0
1418801863220793142,0.0,0.0,0.0,0.0,0.0,1.0
1418801863270688745,0.0,0.0,0.0,0.0,0.0,1.0
1418801863320769827,0.0,0.0,0.0,0.0,0.0,1.0
1418801863371888462,0.0,0.0,0.0,0.0,0.0,1.0
1418801863421240799,0.0,0.0,0.0,0.0,0.0,1.0
1418801863470812201,0.0,0.0,0.0,0.0,0.0,1.0
1418801863520636679,0.0,0.0,0.0,0.0,0.0,1.0
1418801863570548634,0.0,0.0,0.0,0.0,0.0,1.0
1418801863620792669,0.0,0.0,0.0,0.0,0.0,1.0
1418801863671133862,0.0,0.0,0.0,0.0,0.0,1.0
1418801863720752435,0.0,0.0,0.0,0.0,0.0,1.0
1418801863770671588,0.0,0.0,0.0,0.0,0.0,1.0
1418801863820682391,0.0,0.0,0.0,0.0,0.0,1.0
1418801863872400918,0.0,0.0,0.0,0.0,0.0,1.0
1418801863920652349,0.0,0.0,0.0,0.0,0.0,1.0
1418801863970567976,0.0,0.0,0.0,0.0,0.0,1.0
1418801864020660751,0.0,0.0,0.0,0.0,0.0,1.0
1418801864070521880,0.0,0.0,0.0,0.0,0.0,1.0
1418801864123859752,0.0,0.0,0.0,0.0,0.0,1.0
1418801864170622764,0.0,0.0,0.0,0.0,0.0,1.0
1418801864220804108,0.0,0.0,0.0,0.0,0.0,1.0
1418801864271087615,0.0,0.0,0.0,0.0,0.0,1.0
1418801864326809491,0.0,0.0,0.0,0.0,0.0,1.0
1418801864370556470,0.0,0.0,0.0,0.0,0.0,1.0
1418801864420431678,0.0,0.0,0.0,0.0,0.0,1.0
1418801864470438131,0.0,0.0,0.0,0.0,0.0,1.0
1418801864520439696,0.0,0.0,0.0,0.0,0.0,1.0
1418801864570507627,0.0,0.0,0.0,0.0,0.0,1.0
1418801864621067227,0.0,0.0,0.0,0.0,0.0,1.0
1418801864670507889,0.0,0.0,0.0,0.0,0.0,1.0
1418801864720971351,0.0,0.0,0.0,0.0,0.0,1.0
1418801864774624951,0.0,0.0,0.0,0.0,0.0,1.0
1418801864820440578,0.0,0.0,0.0,0.0,0.0,1.0
1418801864870349815,0.0,0.0,0.0,0.0,0.0,1.0
1418801864920400142,0.0,0.0,0.0,0.0,0.0,1.0
1418801864970418230,0.0,0.0,0.0,0.0,0.0,1.0
1418801865020387610,0.0,0.0,0.0,0.0,0.0,1.0
1418801865070444426,0.0,0.0,0.0,0.0,0.0,1.0
1418801865120543226,0.0,0.0,0.0,0.0,0.0,1.0
1418801865170394576,0.0,0.0,0.0,0.0,0.0,1.0
1418801865230422412,0.0,0.0,0.0,0.0,0.0,1.0
1418801865270396691,0.0,0.0,0.0,0.0,0.0,1.0
1418801865320577168,0.0,0.0,0.0,0.0,0.0,1.0
1418801865370246786,0.0,0.0,0.0,0.0,0.0,1.0
1418801865420361994,0.0,0.0,0.0,0.0,0.0,1.0
1418801865470241514,0.0,0.0,0.0,0.0,0.0,1.0
1418801865522479179,0.0,0.0,0.0,0.0,0.0,1.0
1418801865570592388,0.0,0.0,0.0,0.0,0.0,1.0
1418801865620530210,0.0,0.0,0.0,0.0,0.0,1.0
1418801865670358283,0.0,0.0,0.0,0.0,0.0,1.0
1418801865696018968,0.0,0.0,0.0,0.0,0.0,0.0
1418801865946172478,0.0,0.0,0.0,0.0,0.0,0.0
1418801866171702921,0.0,0.0,0.0,0.0,0.0,1.0
1418801866222761875,0.0,0.0,0.0,0.0,0.0,1.0
1418801866271678539,0.0,0.0,0.0,0.0,0.0,1.0
1418801866321988676,0.0,0.0,0.0,0.0,0.0,1.0
1418801866371723240,0.0,0.0,0.0,0.0,0.0,1.0
1418801866422312704,0.0,0.0,0.0,0.0,0.0,1.0
1418801866471915708,0.0,0.0,0.0,0.0,0.0,1.0
1418801866522385814,0.0,0.0,0.0,0.0,0.0,1.0
1418801866571870268,0.0,0.0,0.0,0.0,0.0,1.0
1418801866621573951,0.0,0.0,0.0,0.0,0.0,1.0
1418801866671531786,0.0,0.0,0.0,0.0,0.0,1.0
1418801866721532460,0.0,0.0,0.0,0.0,0.0,1.0
1418801866771456547,0.0,0.0,0.0,0.0,0.0,1.0
1418801866821562774,0.0,0.0,0.0,0.0,0.0,1.0
1418801866871475111,0.0,0.0,0.0,0.0,0.0,1.0
1418801866921924862,0.0,0.0,0.0,0.0,0.0,1.0
1418801866971604587,0.0,0.0,0.0,0.0,0.0,1.0
1418801867022241094,0.0,0.0,0.0,0.0,0.0,1.0
1418801867071444357,0.0,0.0,0.0,0.0,0.0,1.0
1418801867121488692,0.0,0.0,0.0,0.0,0.0,1.0
1418801867171366092,0.0,0.0,0.0,0.0,0.0,1.0
1418801867221564722,0.0,0.0,0.0,0.0,0.0,1.0
1418801867271340307,0.0,0.0,0.0,0.0,0.0,1.0
1418801867322258154,0.0,0.0,0.0,0.0,0.0,1.0
1418801867371467908,0.0,0.0,0.0,0.0,0.0,1.0
1418801867421997804,0.0,0.0,0.0,0.0,0.0,1.0
1418801867471515371,0.0,0.0,0.0,0.0,0.0,1.0
1418801867521358359,0.0,0.0,0.0,0.0,0.0,1.0
1418801867571199443,0.0,0.0,0.0,0.0,0.0,1.0
1418801867621395512,0.0,0.0,0.0,0.0,0.0,1.0
1418801867672749464,0.0,0.0,0.0,0.0,0.0,1.0
1418801867721758939,0.0,0.0,0.0,0.0,0.0,1.0
1418801867771951996,0.0,0.0,0.0,0.0,0.0,1.0
1418801867822438959,0.0,0.0,0.0,0.0,0.0,1.0
1418801867871960175,0.0,0.0,0.0,0.0,0.0,1.0
1418801867922249019,0.0,0.0,0.0,0.0,0.0,1.0
1418801867971411753,0.0,0.0,0.0,0.0,0.0,1.0
1418801868021701992,0.0,0.0,0.0,0.0,0.0,1.0
1418801868071282244,0.0,0.0,0.0,0.0,0.0,1.0
1418801868121340403,0.0,0.0,0.0,0.0,0.0,1.0
1418801868171769173,0.0,0.0,0.0,0.0,0.0,1.0
1418801868222277588,0.0,0.0,0.0,0.0,0.0,1.0
1418801868271802435,0.0,0.0,0.0,0.0,0.0,1.0
1418801868321873540,0.0,0.0,0.0,0.0,0.0,1.0
1418801868371656380,0.0,0.0,0.0,0.0,0.0,1.0
1418801868421236889,0.0,0.0,0.0,0.0,0.0,1.0
1418801868471186685,0.0,0.0,0.0,0.0,0.0,1.0
1418801868521315486,0.0,0.0,0.0,0.0,0.0,1.0
1418801868571422782,0.0,0.0,0.0,0.0,0.0,1.0
1418801868621441659,0.0,0.0,0.0,0.0,0.0,1.0
1418801868671564134,0.0,0.0,0.0,0.0,0.0,1.0
1418801868721826694,0.0,0.0,0.0,0.0,0.0,1.0
1418801868771608163,0.0,0.0,0.0,0.0,0.0,1.0
1418801868821806004,0.0,0.0,0.0,0.0,0.0,1.0
1418801868871103810,0.0,0.0,0.0,0.0,0.0,1.0
1418801868921370048,0.0,0.0,0.0,0.0,0.0,1.0
1418801868971056943,0.0,0.0,0.0,0.0,0.0,1.0
1418801869021486935,0.0,0.0,0.0,0.0,0.0,1.0
1418801869071491977,0.0,0.0,0.0,0.0,0.0,1.0
1418801869121250457,0.0,0.0,0.0,0.0,0.0,1.0
1418801869171399201,0.0,0.0,0.0,0.0,0.0,1.0
1418801869221545312,0.0,0.0,0.0,0.0,0.0,1.0
1418801869271386309,0.0,0.0,0.0,0.0,0.0,1.0
1418801869321124638,0.0,0.0,0.0,0.0,0.0,1.0
1418801869371115328,0.0,0.0,0.0,0.0,0.0,1.0
1418801869421651737,0.0,0.0,0.0,0.0,0.0,1.0
1418801869471268559,0.0,0.0,0.0,0.0,0.0,1.0
1418801869521445087,0.0,0.0,0.0,0.0,0.0,1.0
1418801869571314168,0.0,0.0,0.0,0.0,0.0,1.0
1418801869626074841,0.0,0.0,0.0,0.0,0.0,1.0
1418801869671289924,0.0,0.0,0.0,0.0,0.0,1.0
1418801869722018477,0.0,0.0,0.0,0.0,0.0,1.0
1418801869770984693,0.0,0.0,0.0,0.0,0.0,1.0
1418801869823215366,0.0,0.0,0.0,0.0,0.0,1.0
1418801869871130278,0.0,0.0,0.0,0.0,0.0,1.0
1418801869921227855,0.0,0.0,0.0,0.0,0.0,1.0
1418801869971080831,0.0,0.0,0.0,0.0,0.0,1.0
1418801870021214806,0.0,0.0,0.0,0.0,0.0,1.0
1418801870071068685,0.0,0.0,0.0,0.0,0.0,1.0
1418801870121000926,0.0,0.0,0.0,0.0,0.0,1.0
1418801870171165009,0.0,0.0,0.0,0.0,0.0,1.0
1418801870220930778,0.0,0.0,0.0,0.0,0.0,1.0
1418801870270989176,0.0,0.0,0.0,0.0,0.0,1.0
1418801870321003933,0.0,0.0,0.0,0.0,0.0,1.0
1418801870371018351,0.0,0.0,0.0,0.0,0.0,1.0
1418801870421643147,0.0,0.0,0.0,0.0,0.0,1.0
1418801870470942810,0.0,0.0,0.0,0.0,0.0,1.0
1418801870520926739,0.0,0.0,0.0,0.0,0.0,1.0
1418801870570928387,0.0,0.0,0.0,0.0,0.0,1.0
1418801870621069137,0.0,0.0,0.0,0.0,0.0,1.0
1418801870670821721,0.0,0.0,0.0,0.0,0.0,0.817881339786
1418801870720907514,0.0,0.0,0.0,0.0,0.0,0.817881339786
1418801870770919705,0.0,0.0,0.0,0.0,0.0,0.488087289711
1418801870820895827,0.0,0.0,0.0,0.0,0.0,0.488087289711
1418801870874010496,0.0,0.0,0.0,0.0,0.0,1.0
1418801870924756462,0.0,0.0,0.0,0.0,0.0,1.0
1418801870973968322,0.0,0.0,0.0,0.0,0.0,1.0
1418801871022680860,0.0,0.0,0.0,0.0,0.0,1.0
1418801871073801974,0.0,0.0,0.0,0.0,0.0,1.0
1418801871122408262,0.0,0.0,0.0,0.0,0.0,1.0
1418801871172484784,0.0,0.0,0.0,0.0,0.0,1.0
1418801871222981984,0.0,0.0,0.0,0.0,0.0,1.0
1418801871274002416,0.0,0.0,0.0,0.0,0.0,1.0
1418801871324959653,0.0,0.0,0.0,0.0,0.0,1.0
1418801871373805222,0.0,0.0,0.0,0.0,0.0,1.0
1418801871424141100,0.0,0.0,0.0,0.0,0.0,1.0
1418801871473778291,0.0,0.0,0.0,0.0,0.0,1.0
1418801871523984705,0.0,0.0,0.0,0.0,0.0,1.0
1418801871572582515,0.0,0.0,0.0,0.0,0.0,1.0
1418801871622841532,0.0,0.0,0.0,0.0,0.0,1.0
1418801871672354725,0.0,0.0,0.0,0.0,0.0,1.0
1418801871722892485,0.0,0.0,0.0,0.0,0.0,1.0
1418801871775172069,0.0,0.0,0.0,0.0,0.0,1.0
1418801871824824484,0.0,0.0,0.0,0.0,0.0,1.0
1418801871886990181,0.0,0.0,0.0,0.0,0.0,1.0
1418801871923709885,0.0,0.0,0.0,0.0,0.0,1.0
1418801871974123542,0.0,0.0,0.0,0.0,0.0,1.0
1418801872022553725,0.0,0.0,0.0,0.0,0.0,1.0
1418801872076048366,0.0,0.0,0.0,0.0,0.0,1.0
1418801872122452761,0.0,0.0,0.0,0.0,0.0,1.0
1418801872172290188,0.0,0.0,0.0,0.0,0.0,1.0
1418801872222145462,0.0,0.0,0.0,0.0,0.0,1.0
1418801872273557257,0.0,0.0,0.0,0.0,0.0,1.0
1418801872324282599,0.0,0.0,0.0,0.0,0.0,1.0
1418801872373515576,0.0,0.0,0.0,0.0,0.0,1.0
1418801872426215577,0.0,0.0,0.0,0.0,0.0,1.0
1418801872472157450,0.0,0.0,0.0,0.0,0.0,1.0
1418801872522831056,0.0,0.0,0.0,0.0,0.0,1.0
1418801872572178582,0.0,0.0,0.0,0.0,0.0,1.0
1418801872622332976,0.0,0.0,0.0,0.0,0.0,1.0
1418801872672432854,0.0,0.0,0.0,0.0,0.0,1.0
1418801872722304694,0.0,0.0,0.0,0.0,0.0,1.0
1418801872772145917,0.0,0.0,0.0,0.0,0.0,1.0
1418801872823544061,0.0,0.0,0.0,0.0,0.0,1.0
1418801872873205376,0.0,0.0,0.0,0.0,0.0,1.0
1418801872922461307,0.0,0.0,0.0,0.0,0.0,1.0
1418801872972582539,0.0,0.0,0.0,0.0,0.0,1.0
1418801873022664232,0.0,0.0,0.0,0.0,0.0,1.0
1418801873072167519,0.0,0.0,0.0,0.0,0.0,1.0
1418801873122043725,0.0,0.0,0.0,0.0,0.0,1.0
1418801873173250339,0.0,0.0,0.0,0.0,0.0,1.0
1418801873223723924,0.0,0.0,0.0,0.0,0.0,1.0
1418801873273092160,0.0,0.0,0.0,0.0,0.0,1.0
1418801873323678557,0.0,0.0,0.0,0.0,0.0,1.0
1418801873373544117,0.0,0.0,0.0,0.0,0.0,1.0
1418801873422334857,0.0,0.0,0.0,0.0,0.0,1.0
1418801873472004354,0.0,0.0,0.0,0.0,0.0,1.0
1418801873522315524,0.0,0.0,0.0,0.0,0.0,1.0
1418801873571981488,0.0,0.0,0.0,0.0,0.0,1.0
1418801873621959861,0.0,0.0,0.0,0.0,0.0,1.0
1418801873672890512,0.0,0.0,0.0,0.0,0.0,1.0
1418801873723180879,0.0,0.0,0.0,0.0,0.0,1.0
1418801873772872398,0.0,0.0,0.0,0.0,0.0,1.0
1418801873822471416,0.0,0.0,0.0,0.0,0.0,1.0
1418801873871919702,0.0,0.0,0.0,0.0,0.0,1.0
1418801873921987024,0.0,0.0,0.0,0.0,0.0,1.0
1418801873971907789,0.0,0.0,0.0,0.0,0.0,1.0
1418801874022282114,0.0,0.0,0.0,0.0,0.0,1.0
1418801874071915598,0.0,0.0,0.0,0.0,0.0,1.0
1418801874124239781,0.0,0.0,0.0,0.0,0.0,1.0
1418801874172877934,0.0,0.0,0.0,0.0,0.0,1.0
1418801874222145608,0.0,0.0,0.0,0.0,0.0,1.0
1418801874273092356,0.0,0.0,0.0,0.0,0.0,1.0
1418801874322060351,0.0,0.0,0.0,0.0,0.0,1.0
1418801874371851692,0.0,0.0,0.0,0.0,0.0,1.0
1418801874422153633,0.0,0.0,0.0,0.0,0.0,1.0
1418801874471902558,0.0,0.0,0.0,0.0,0.0,1.0
1418801874522114084,0.0,0.0,0.0,0.0,0.0,1.0
1418801874572843460,0.0,0.0,0.0,0.0,0.0,1.0
1418801874623247965,0.0,0.0,0.0,0.0,0.0,1.0
1418801874672584485,0.0,0.0,0.0,0.0,0.0,1.0
1418801874722346166,0.0,0.0,0.0,0.0,0.0,1.0
1418801874771797791,0.0,0.0,0.0,0.0,0.0,1.0
1418801874821998355,0.0,0.0,0.0,0.0,0.0,1.0
1418801874871783043,0.0,0.0,0.0,0.0,0.0,1.0
1418801874922021846,0.0,0.0,0.0,0.0,0.0,1.0
1418801874971681830,0.0,0.0,0.0,0.0,0.0,1.0
1418801875017994765,0.0,0.0,0.0,0.0,0.0,0.0
1418801875244743505,0.0,0.0,0.0,0.0,0.0,0.0
